		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 14.986328	M = 7681	N = 8	m = 9	n = 61448
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
101000000    8    7    9   11   11    9    9    7 21.764003 0.005372 FAILURE  80
101000100    5    8    4    7    6    7    4    6 46.815556 0.000000 FAILURE  81
101001000   10   11   12   10    8   10   13   10 12.204844 0.142296 SUCCESS  82
101001100    8   10    9   16   10   11   10    9 14.616112 0.067054 SUCCESS  83
101010000   13   10   14   19   12   15   12   21  6.887287 0.548841 SUCCESS  84
101010100    8    9    6    6    9    8   13   10 24.793912 0.001685 FAILURE  85
101011000   21   25   28   24   28   27   31   30 81.535076 0.000000 FAILURE  86
101011100   10   14    9   11   14    7   15   15  9.812428 0.278439 SUCCESS  87
101100000   28   25   28   25   26   32   25   24 78.016881 0.000000 FAILURE  88
101100100   18   23   25   22   21   31   28   23 51.637555 0.000000 FAILURE  89
101101000   26   27   25   25   25   24   25   21 54.063905 0.000000 FAILURE  90
101101100   15   15   12   15   13   16   16   11  2.124271 0.976963 SUCCESS  91
101110000   14    8    8   13    9    9   12   12 13.240938 0.103824 SUCCESS  92
101110100   14   15   12   11   13   12   13   14  3.003618 0.934130 SUCCESS  93
101111000   23   23   19   24   21   25   21   22 30.859923 0.000149 FAILURE  94
101111100   14   11   16    9   13   17   12   12  5.485719 0.704622 SUCCESS  95
110000000   21   23   18   19   21   23   19   18 17.316098 0.026981 SUCCESS  96
110000010   14   15   19   14   19   14   13   13  2.966720 0.936429 SUCCESS  97
110000100   15    8   10   10   10   10   15   17 10.501901 0.231549 SUCCESS  98
110001000   15   19   13   15   15   16   19   13  2.836367 0.944203 SUCCESS  99
110001010   12   14   10   11    9   11   13    8 10.695545 0.219554 SUCCESS 100
110010000   11   10    9    6   11   10   14    9 16.196243 0.039656 SUCCESS 101
110010010   20   20   21   20   20   18   20   17 12.064795 0.148336 SUCCESS 102
110010100   18   17   18   16   17   17   18   21  5.281570 0.727101 SUCCESS 103
110011000   14    8   14   11    8    9   11   12 12.141552 0.144999 SUCCESS 104
110011010   14   14   17   19   14   16   14   14  1.796502 0.986627 SUCCESS 105
110100000   10    8   11   10   14   10   11    7 15.163920 0.056035 SUCCESS 106
110100010   12   12   13   13   13   10   10   10  7.188662 0.516421 SUCCESS 107
110100100   10    8    7    9    6    6   15    6 28.651187 0.000365 FAILURE 108
110101000   13   13   13   19   12   14   10   16  4.393874 0.819954 SUCCESS 109
110101010    9    9   13    9   12   13   14   15  8.638440 0.373708 SUCCESS 110
110101100   22   22   30   24   24   29   28   33 81.117622 0.000000 FAILURE 111
110110000   18   13   14   13   17   14   12   12  2.813743 0.945497 SUCCESS 112
110110010   20   18   27   16   28   28   29   21 51.767908 0.000000 FAILURE 113
110110100    9   12   10    8    9   10   12   10 14.679404 0.065687 SUCCESS 114
110111000   14    9   11   16    9    9    7    9 15.514312 0.049883 SUCCESS 115
110111010    8    8   14    6    3    4    9   11 34.159426 0.000038 FAILURE 116
110111100   27   22   21   24   26   30   22   28 60.410823 0.000000 FAILURE 117
111000000   18   19   13   13   15   18   14   15  2.974261 0.935962 SUCCESS 118
111000010   43   40   42   40   39   39   38   46 373.050249 0.000000 FAILURE 119
111000100    8    9    8   10    9   11   12   10 16.811113 0.032137 SUCCESS 120
111000110   33   25   33   22   24   26   28   29 94.232682 0.000000 FAILURE 121
111001000    7   13    7    8    8   12    7    7 25.207595 0.001433 FAILURE 122
111001010   21   21   21   19   21   26   24   25 31.963079 0.000095 FAILURE 123
111001100   10    6    9   11    7    8    6    9 26.649832 0.000812 FAILURE 124
111010000    7   11    8    9   17    8    7    9 21.842377 0.005216 FAILURE 125
111010010    6   16    9    9   10   10   15    6 19.576544 0.012063 SUCCESS 126
111010100   25   19   21   24   20   22   20   22 26.368926 0.000908 FAILURE 127
111010110   17   16   17   18   15   16   15   16  1.397901 0.994276 SUCCESS 128
111011000    8    5    3    1    7    5    2    1 70.022501 0.000000 FAILURE 129
111011010    9   10   11    8   10    9   11   14 13.993702 0.081930 SUCCESS 130
111011100    7    9    8    8    4    9    5    6 36.835172 0.000012 FAILURE 131
111100000   14   15   14   12   13   19   11   14  3.294489 0.914541 SUCCESS 132
111100010    7   11   14   14    8   12   13    7 14.277032 0.074824 SUCCESS 133
111100100    6   12    9    8    8    9    6    8 26.787726 0.000769 FAILURE 134
111100110   22   19   23   24   23   21   23   23 30.308345 0.000186 FAILURE 135
111101000    8    8    9   12   13   10    6    6 22.937992 0.003445 FAILURE 136
111101010   16   13    8   14   21   13   11   17  7.915840 0.441734 SUCCESS 137
111101100   13    9    9    5   14   11    6    7 23.217551 0.003096 FAILURE 138
111101110    7    9    9    7    7    7   10    3 34.151885 0.000038 FAILURE 139
111110000   13   10   11    9   10   12    5   15 14.757777 0.064030 SUCCESS 140
111110010   17   19   16   15   15   18   20   17  4.100041 0.847986 SUCCESS 141
111110100    6    8   10   11   10   11    7    5 25.826235 0.001125 FAILURE 142
111110110    5    7    8    5    7    8    9    7 36.145700 0.000017 FAILURE 143
111111000   14   12   12   12    8   11    8   13 10.009844 0.264336 SUCCESS 144
111111010   12   12   13   11   12   16   12   10  5.612302 0.690569 SUCCESS 145
111111100   13   12   11   15   11   10    9   11  8.358880 0.399222 SUCCESS 146
111111110   10    9    7   12   12    9   12    8 16.263305 0.038763 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 14.986328	M = 7681	N = 8	m = 9	n = 61448
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   26   23   23   26   22   24   24   23 44.604935 0.000000 FAILURE   0
000000011   20   16   17   18   17   16   16   14  3.198071 0.921319 SUCCESS   1
000000101   17   17   20   20   19   21   21   22 13.514572 0.095329 SUCCESS   2
000000111   15    7   13    9   11    9   12   11 12.417341 0.133532 SUCCESS   3
000001001    6    2    5    4    4    6    6    5 58.726463 0.000000 FAILURE   4
000001011   20   18   19   16   22   23   23   23 20.215653 0.009550 FAILURE   5
000001101   12   14   11   11   12   11   12   16  5.269451 0.728427 SUCCESS   6
000001111   11    9   11   11   10   13   14    8 11.176291 0.191909 SUCCESS   7
000010001   11   10    9   15   13   12    7   12 11.180062 0.191704 SUCCESS   8
000010011    6    5    6    4    7    6    5    6 48.742309 0.000000 FAILURE   9
000010101   16   14   16   13   15   15    9   13  3.223656 0.919548 SUCCESS  10
000010111   47   42   46   43   50   43   47   43 504.803599 0.000000 FAILURE  11
000011001    8   10   10    9   11   10   13   10 14.060764 0.080195 SUCCESS  12
000011011   11   10   11    8   10    7    7   12 18.395014 0.018452 SUCCESS  13
000011101   18   15   10   20   16   17   16   16  4.565704 0.802824 SUCCESS  14
000011111   11    5   10    6    6    6    9    9 31.330704 0.000123 FAILURE  15
000100011   16   12   13   16   16   15   13   15  1.371507 0.994642 SUCCESS  16
000100101   15   15   16   13   15   12   14   17  1.304445 0.995499 SUCCESS  17
000100111    7    7    7    3    7    7    6    6 43.029113 0.000001 FAILURE  18
000101001    6    9    8   10   11    9   12    8 20.664618 0.008094 FAILURE  19
000101011   19   12   11   13    7   10    8    7 16.967860 0.030445 SUCCESS  20
000101101   14   17   18   16   22   19   18   19  7.282926 0.506437 SUCCESS  21
000101111   22   21   19   21   22   15   16   17 13.231242 0.104137 SUCCESS  22
000110011    9   12   12   10   13   11   12   14  7.464451 0.487448 SUCCESS  23
000110101   12   12   13   12   10   12    9   10  8.630898 0.374383 SUCCESS  24
000110111   16   18   15   11   10   12    9   12  7.207515 0.514418 SUCCESS  25
000111001   13   13   19   11   11   13   11   10  6.927955 0.544425 SUCCESS  26
000111011   21   14   13   23   21   18   19   19 12.601291 0.126324 SUCCESS  27
000111101    5   10    6    7    6   12   10   11 27.548031 0.000568 FAILURE  28
000111111   10    5   10    6    3    8    7    8 36.906005 0.000012 FAILURE  29
001000011   22   15   14   17   14   20   20   15  7.271614 0.507631 SUCCESS  30
001000101    9   14   13   17   17   13   11   14  4.803787 0.778327 SUCCESS  31
001000111   14   14   14   16   15   15   15   15  0.272122 0.999987 SUCCESS  32
001001011   21   24   22   19   19   18   19   22 18.836708 0.015758 SUCCESS  33
001001101    7    5    7    5    7    3    7    7 45.645338 0.000000 FAILURE  34
001001111   16   13   12   11   15   15   15   10  3.767693 0.877451 SUCCESS  35
001010011    3   10    5    7    5    4   11    5 46.062792 0.000000 FAILURE  36
001010101   26   25   26   21   25   23   28   29 62.691738 0.000000 FAILURE  37
001010111   20   22   13   18   14   20   17   12  8.717621 0.366674 SUCCESS  38
001011011   15   21   20   12   18   21   15   22 11.352699 0.182504 SUCCESS  39
001011101   14   25   16   21   18   20   21   18 15.023871 0.058683 SUCCESS  40
001011111   16   11   11   14   21    9   10   13  9.279703 0.319253 SUCCESS  41
001100101    7   14   12   14    9   14   16   11  8.850937 0.355026 SUCCESS  42
001100111   11   12   12   11   12   12   10   13  6.637084 0.576246 SUCCESS  43
001101011   11    9   15   12   11   13   10   10  8.977520 0.344196 SUCCESS  44
001101101    7    9    6    7   11    8    6    7 31.259871 0.000126 FAILURE  45
001101111   20   23   21   18   16   15   15   18  9.977524 0.266607 SUCCESS  46
001110101   16   14   16   16   13   12   13   14  1.505631 0.992614 SUCCESS  47
001110111   11    7    6   14   12   11   13   11 14.206199 0.076547 SUCCESS  48
001111011    4    6    4    2    8   10    8    8 45.649109 0.000000 FAILURE  49
001111101   12   18   11   18   11   15   12   14  4.740496 0.784918 SUCCESS  50
001111111   14    9   12    8   10   11   12   12 10.557651 0.228044 SUCCESS  51
010000011   15   16   15   15   14   16   18   13  1.107030 0.997478 SUCCESS  52
010000111   21   16   12   16   13   19   19   13  6.015481 0.645498 SUCCESS  53
010001011   11   19   16   19   27   18   19   20 16.808958 0.032161 SUCCESS  54
010001111   19   14   19   15   20   20   15   18  6.380956 0.604640 SUCCESS  55
010010011   12   19   16   18   16   14   19   15  3.671275 0.885498 SUCCESS  56
010010111   13   17   12   21   13   17   15   14  4.278603 0.831153 SUCCESS  57
010011011    6    9    6    8    7    3    4    6 45.164593 0.000000 FAILURE  58
010011111   12   16   14   11   13   10   14   11  4.997432 0.757851 SUCCESS  59
010100011    6    9   18   11   11   12    5   13 18.618824 0.017037 SUCCESS  60
010100111    6   12    6    7   11    7   19   10 24.466143 0.001913 FAILURE  61
010101011   33   25   27   23   25   27   32   32 100.445475 0.000000 FAILURE  62
010101111   18   19   14   14   14   20   19   16  4.852805 0.773187 SUCCESS  63
010110011   23   18   23   23   22   21   26   15 28.157784 0.000445 FAILURE  64
010110111    9   15   17   12   12   16    8   16  7.487074 0.485104 SUCCESS  65
010111011    9   11    9   13    8    7    8    9 19.908083 0.010689 SUCCESS  66
010111111   11    8   17   19   13   17   12   15  7.017641 0.534731 SUCCESS  67
011000111   16   22   21   26   17   24   18   26 29.190107 0.000294 FAILURE  68
011001111   21   20   18   21   22   20   21   23 19.392056 0.012898 SUCCESS  69
011010111    6    4    8    9    9    9    5    9 34.013991 0.000040 FAILURE  70
011011111    9   15   12    7   12   11    8   10 14.273261 0.074915 SUCCESS  71
011101111   16   10    6   15   11   12   14   10 10.844752 0.210652 SUCCESS  72
011111111   11    8   11   10   10   10    8   12 14.679404 0.065687 SUCCESS  73
100000000   26   23   23   26   22   24   24   23 44.604935 0.000000 FAILURE  74
100010000   10    6    7   10    9   12    7   14 20.944177 0.007297 FAILURE  75
100100000    6    4    6    5    6    8    5    8 45.507444 0.000000 FAILURE  76
100101000   17   13   17   12   18   17   15   21  4.845263 0.773979 SUCCESS  77
100110000    8   11   10    5    7   10    7    8 26.925621 0.000728 FAILURE  78
100111000   32   30   31   28   31   31   33   29 136.130795 0.000000 FAILURE  79
101000000   10    9    7   11   13   14   12   13 10.904273 0.207182 SUCCESS  80
101000100    7    7    9    3    7    7    5    5 43.718586 0.000001 FAILURE  81
101001000   12   13   12   11    9   13   12   14  6.022215 0.644743 SUCCESS  82
101001100    6   13   15   10   11    7    8    8 19.777730 0.011210 SUCCESS  83
101010000   14   15   14   20   13   16   10   13  4.196459 0.838977 SUCCESS  84
101010100   11    6    8    6    7    8    5    5 37.110961 0.000011 FAILURE  85
101011000   28   26   25   26   22   23   22   29 60.067972 0.000000 FAILURE  86
101011100   16   14   12   11   16    8   14   14  5.418657 0.712035 SUCCESS  87
101100000   25   29   29   30   23   27   28   30 91.131941 0.000000 FAILURE  88
101100100   26   23   25   20   22   24   27   22 43.773797 0.000001 FAILURE  89
101101000   25   23   24   22   23   24   24   28 47.642385 0.000000 FAILURE  90
101101100   13   14   10   16   13   14   13   14  2.802432 0.946138 SUCCESS  91
101110000   10   11   10    8    9   11    9   14 13.993702 0.081930 SUCCESS  92
101110100   13   15   14   13   11   16   13   13  2.321686 0.969528 SUCCESS  93
101111000   23   21   25   26   22   19   23   22 34.519783 0.000033 FAILURE  94
101111100   16   16   12   12   12   13   13   11  3.626028 0.889192 SUCCESS  95
110000000   24   15   21   20   18   18   18   15 11.706862 0.164770 SUCCESS  96
110000010   13   16   17    9   20   16   18   15  5.523424 0.700443 SUCCESS  97
110000100   16   19   16   14   10   13   10   13  5.292074 0.725951 SUCCESS  98
110001000   15   13   18   18   18   15   17   18  3.056405 0.930768 SUCCESS  99
110001010   15   13    8   14    9   11   11   12  8.981291 0.343877 SUCCESS 100
110010000   10    9   10   10   10   13   14   10 11.381247 0.181019 SUCCESS 101
110010010   21   26   19   19   14   22   18   18 17.789302 0.022863 SUCCESS 102
110010100   14   17   18   19   20   17   20   23 10.257084 0.247444 SUCCESS 103
110011000   15   10   11   13   14   16    9   11  6.786290 0.559856 SUCCESS 104
110011010   16   13   16   11   13   12   16   11  3.562737 0.894266 SUCCESS 105
110100000   12    9    8    7   15   13   13   10 13.106814 0.108227 SUCCESS 106
110100010    9   12   13   12   13   11   14   17  5.686905 0.682256 SUCCESS 107
110100100    7   11    8    8    6    9   10   10 23.690756 0.002582 FAILURE 108
110101000   13   15   19   18   19   17   12   15  4.014126 0.855847 SUCCESS 109
110101010   18    6    9    9    7   12    9    8 21.984042 0.004946 FAILURE 110
110101100   26   22   23   25   25   23   28   25 53.027811 0.000000 FAILURE 111
110110000   14   16   16   20   17   14   16   17  2.638951 0.954936 SUCCESS 112
110110010   28   22   23   24   21   21   21   20 34.311056 0.000036 FAILURE 113
110110100   11    8   10    6   11   10    9   10 18.737865 0.016326 SUCCESS 114
110111000    7   10   11    8    8    7   11    9 21.901898 0.005101 FAILURE 115
110111010    7    8    7   10    6    8    4    9 33.600307 0.000048 FAILURE 116
110111100   26   23   22   29   22   25   23   24 50.057424 0.000000 FAILURE 117
111000000   20   11   17   13   17   16   12   13  4.617684 0.797547 SUCCESS 118
111000010   44   44   46   42   47   44   40   42 454.863166 0.000000 FAILURE 119
111000100   10    6   10   14   13    5   10   11 19.021195 0.014747 SUCCESS 120
111000110   29   30   31   28   26   25   26   24 87.680808 0.000000 FAILURE 121
111001000    6   12    9    8   10    8    9   10 21.283258 0.006432 FAILURE 122
111001010   17   29   25   23   26   25   32   31 78.076402 0.000000 FAILURE 123
111001100   12   10    9    9    8   14   10    7 16.814883 0.032095 SUCCESS 124
111010000    9   10    6    5   11   10   10    9 23.623694 0.002649 FAILURE 125
111010010    8   14   12    9    4   12   14   11 16.617468 0.034348 SUCCESS 126
111010100   20   21   23   29   27   22   22   22 42.320249 0.000001 FAILURE 127
111010110   19   14   15   20   12   18   17   17  4.711140 0.787956 SUCCESS 128
111011000    4    4    1    9    2    3    2    4 74.084733 0.000000 FAILURE 129
111011010   10    7   10    7   12   10    9   12 17.638480 0.024106 SUCCESS 130
111011100    5    6    8    8    6    8    8    6 37.040129 0.000011 FAILURE 131
111100000   15   14   10   12   16   14   14   16  2.672078 0.953223 SUCCESS 132
111100010    8    9    9   13   11   10    7    7 20.183872 0.009662 FAILURE 133
111100100    7   13    8   10    8    7    8   11 21.972730 0.004967 FAILURE 134
111100110   29   20   24   19   21   25   21   20 35.619169 0.000021 FAILURE 135
111101000    8    9    6    7   11   10    8    8 25.341719 0.001360 FAILURE 136
111101010   15   10   14   20   16   12   12   12  5.429968 0.710786 SUCCESS 137
111101100   12   11    4   11    9    8    5    6 29.407722 0.000269 FAILURE 138
111101110    7    7    8   10    7    7    9    6 30.708293 0.000158 FAILURE 139
111110000   14   11    6    9   19   14   11   11 12.570318 0.127514 SUCCESS 140
111110010   17   22   19   16   14   18   19   22 10.048357 0.261648 SUCCESS 141
111110100    6   10    6    5    5    9   10    6 36.354427 0.000015 FAILURE 142
111110110   12    5    6    8    6    5    4    8 40.554553 0.000003 FAILURE 143
111111000    8    9    7   10   15   13    7   11 17.713083 0.023483 SUCCESS 144
111111010   13    9   15   12    8   12   14   11  8.500545 0.386162 SUCCESS 145
111111100    9    7    9   10   13   13    8   11 16.058349 0.041553 SUCCESS 146
111111110   11    8   11   10   10   10    8   12 14.679404 0.065687 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 14.986328	M = 7681	N = 8	m = 9	n = 61448
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   24   24   24   28   23   29   19   25 54.473818 0.000000 FAILURE   0
000000011   18   14   19   18   18   20   15   14  4.856575 0.772790 SUCCESS   1
000000101   15   15   16   18   14   23   16   19  6.373415 0.605480 SUCCESS   2
000000111   10    8   11   11   11    8    6   11 18.395014 0.018452 SUCCESS   3
000001001    2    5    4    7    2    6    5    6 60.861943 0.000000 FAILURE   4
000001011   17   19   19   20   17   23   16   20 10.745371 0.216548 SUCCESS   5
000001101   10   12   14   14   12   13   15   10  5.064494 0.750661 SUCCESS   6
000001111    7   10   14   14   12    9    9    8 15.167690 0.055966 SUCCESS   7
000010001   16   10   11   11   16    9    9    8 12.354050 0.136092 SUCCESS   8
000010011    6    5    5    7    3    9    7    6 46.059022 0.000000 FAILURE   9
000010101   17   10   13   15   13   12   15    9  5.623613 0.689310 SUCCESS  10
000010111   40   40   43   43   40   48   41   42 409.749040 0.000000 FAILURE  11
000011001   10   11   13   11    8   11   17   11 10.013614 0.264072 SUCCESS  12
000011011   10    9   11   11   13   10   11    9 11.929055 0.154397 SUCCESS  13
000011101   16   12   15   17   16   15   18   19  2.773075 0.947781 SUCCESS  14
000011111    9   13    8    9    9    6    5    6 29.061100 0.000309 FAILURE  15
000100011   18   13   14   12   14   15   17   11  3.022471 0.932939 SUCCESS  16
000100101   13   17   13   16   14   13   16   14  1.371507 0.994642 SUCCESS  17
000100111    7    5    7    8    8   11    8    5 33.738202 0.000045 FAILURE  18
000101001    7   11    8   10    6   11    9    9 22.177687 0.004597 FAILURE  19
000101011   11   11   10   11   10    9   11    9 12.752651 0.120648 SUCCESS  20
000101101   14   14   19   19   16   15   16   18  3.123467 0.926372 SUCCESS  21
000101111   16   19   15   20   17   15   14   18  3.887543 0.867124 SUCCESS  22
000110011   10   12   18   13   11   14   12    9  7.475763 0.486275 SUCCESS  23
000110101    9   11   11   14   16   15   12   11  6.510501 0.590243 SUCCESS  24
000110111   15   16   18   13   14   12   16   17  2.001459 0.980967 SUCCESS  25
000111001   15   16   11   11   10   15   10   16  5.761508 0.673926 SUCCESS  26
000111011   20   16   16   18   21   16   17   25 12.258440 0.140040 SUCCESS  27
000111101   11   12    5    4    7   12    8    8 28.651187 0.000365 FAILURE  28
000111111    7    9    5   10    9    6    6    5 35.940743 0.000018 FAILURE  29
001000011   16   20   17   12   16   22   15   23 10.588623 0.226115 SUCCESS  30
001000101   11   15   15   16   18   12   12   10  4.736725 0.785309 SUCCESS  31
001000111   15   13   12   14   13   10   20   13  4.945452 0.763390 SUCCESS  32
001001011   24   20   22   18   19   17   24   21 20.838063 0.007590 FAILURE  33
001001101    8    5    5    6    9    5    6    6 43.167008 0.000001 FAILURE  34
001001111   12   14   12   11   15   18   13   13  3.562737 0.894266 SUCCESS  35
001010011    8    7    5    8    3    7    5    9 41.653939 0.000002 FAILURE  36
001010101   24   24   24   23   24   21   25   20 37.974687 0.000008 FAILURE  37
001010111   14   13   22   18   14   14   20   13  6.496227 0.591826 SUCCESS  38
001011011   12   21   14   18   16   16   17   20  5.955961 0.652165 SUCCESS  39
001011101   19   15   15   15   15   15   17   13  1.662378 0.989672 SUCCESS  40
001011111   11   15   14   14    8   11    8   14  9.122956 0.332030 SUCCESS  41
001100101   15   12   14   13   14    9   13   13  4.035941 0.853866 SUCCESS  42
001100111    9   12   15   11   12   14   12    8  8.843396 0.355679 SUCCESS  43
001101011   13    9   11   14   16   17   16   12  4.941682 0.763791 SUCCESS  44
001101101    7    8    9    3   10    7   17    5 33.406662 0.000052 FAILURE  45
001101111   22   21   23   19   21   20   22   20 20.774772 0.007770 FAILURE  46
001110101   14   13   12   12   19   14   14   10  4.527998 0.806625 SUCCESS  47
001110111   13   11   10   11    8    7    7   16 16.408741 0.036890 SUCCESS  48
001111011   11    7    5    6    7   16    6   10 29.687281 0.000240 FAILURE  49
001111101   15   14   19   20   16   15   19   14  4.159562 0.842448 SUCCESS  50
001111111   12   16    8   10   13    9    8   10 13.587559 0.093169 SUCCESS  51
010000011   13   13   17   13   13   14   20   17  3.447466 0.903228 SUCCESS  52
010000111   15   22   13   15   15   24   12   20 11.613406 0.169304 SUCCESS  53
010001011   15   22   23   23   26   18   16   12 21.922366 0.005062 FAILURE  54
010001111   16   14   11   16   17   14   19   13  3.033782 0.932220 SUCCESS  55
010010011   10   16   16   11   14   17   12   17  4.192689 0.839333 SUCCESS  56
010010111   16   16   12   15   10   14   11   17  3.913129 0.864875 SUCCESS  57
010011011   10    5    8    4    6    4    9    4 44.959636 0.000000 FAILURE  58
010011111   10   16   10   15   15   14   14   13  3.905588 0.865540 SUCCESS  59
010100011   10   10    8    8   12   11    8    9 17.705542 0.023546 SUCCESS  60
010100111    9   10    8   17    8   12    9   14 14.347865 0.073137 SUCCESS  61
010101011   27   25   26   28   27   22   31   26 76.291314 0.000000 FAILURE  62
010101111   13   14   23   14   13   13   22   11  9.865216 0.274614 SUCCESS  63
010110011   25   18   20   21   26   22   20   22 28.646070 0.000366 FAILURE  64
010110111   12   15    8   12    8   12   11   12 10.285633 0.245548 SUCCESS  65
010111011    8   11    5   13    7    4    7    7 33.123332 0.000059 FAILURE  66
010111111   11   13   20   14   10   11   14   12  6.659707 0.573752 SUCCESS  67
011000111   20   23   22   21   22   24   22   22 27.822474 0.000509 FAILURE  68
011001111   23   20   23   21   24   22   18   22 26.093137 0.001012 FAILURE  69
011010111    9    7    6    6   15   14   10   13 20.057289 0.010121 SUCCESS  70
011011111    6    9    8    9   11   13   10    8 20.321767 0.009185 FAILURE  71
011101111   17   12    8   12    7    9    7   14 16.207555 0.039504 SUCCESS  72
011111111   12   11    7   10   10   10    5   14 18.193828 0.019819 SUCCESS  73
100000000   24   24   24   28   23   29   19   25 54.473818 0.000000 FAILURE  74
100010000    6    8   11    8    9    9   12   13 19.222381 0.013715 SUCCESS  75
100100000    5    4   10    5    8    5    3    9 46.405643 0.000000 FAILURE  76
100101000   13   18   15   20   15   20   12   20  6.712495 0.567946 SUCCESS  77
100110000   10    8    9    8    5    7   12    9 25.274657 0.001396 FAILURE  78
100111000   31   32   33   29   32   31   31   31 146.551257 0.000000 FAILURE  79
101000000    8   10    8   11   10   11    7    9 19.218611 0.013733 SUCCESS  80
101000100    2    5    5    5    4    6    9    7 53.013268 0.000000 FAILURE  81
101001000   12   12   16   12   13    8    9   13  8.295589 0.405142 SUCCESS  82
101001100    9    9   13    5    9    9   10   12 19.360276 0.013047 SUCCESS  83
101010000   10    8   11   12   15   12   14   12  8.086862 0.425032 SUCCESS  84
101010100    5    5    9    5    7    8    7    7 39.656354 0.000004 FAILURE  85
101011000   27   23   23   26   26   30   25   27 67.939270 0.000000 FAILURE  86
101011100   14    9   17   12   15   10   13   15  5.418657 0.712035 SUCCESS  87
101100000   27   28   26   29   30   25   29   24 85.127874 0.000000 FAILURE  88
101100100   27   19   26   26   24   20   28   24 52.401630 0.000000 FAILURE  89
101101000   23   26   22   25   27   24   24   21 46.744185 0.000000 FAILURE  90
101101100   10   17   15   13   16   11   16   14  3.570278 0.893667 SUCCESS  91
101110000   10   11    8    8    9   12   11   11 14.817298 0.062797 SUCCESS  92
101110100   15   14   12   15   13   10   14   12  3.350239 0.910497 SUCCESS  93
101111000   27   23   23   23   25   23   26   25 49.852467 0.000000 FAILURE  94
101111100   14   15   12   13   13   14   13   11  2.660767 0.953812 SUCCESS  95
110000000   21   18   17   22   17   23   19   20 14.341939 0.073277 SUCCESS  96
110000010   17   15   17   17   13   24   17   14  7.059117 0.530268 SUCCESS  97
110000100   15   10   11   12   14    8   12   12  8.086862 0.425032 SUCCESS  98
110001000   15   14   16   15   18   17   18   15  1.669919 0.989514 SUCCESS  99
110001010   10   15   15   12   11   11    9   16  7.062079 0.529950 SUCCESS 100
110010000    9   13   10    9    7   14    8   12 15.372647 0.052292 SUCCESS 101
110010010   21   15   22   16   18   18   19   23 12.746726 0.120866 SUCCESS 102
110010100   15   22   22   21   16   20   14   18 11.773924 0.161579 SUCCESS 103
110011000   13   11   11   12    7   14    9   14 10.080676 0.259409 SUCCESS 104
110011010   17   12   14   15   14   13   18   13  2.198874 0.974300 SUCCESS 105
110100000   10   12   11   14    8   12   11    8 11.932825 0.154226 SUCCESS 106
110100010    7   14    9   14   15   10   12    8 12.696901 0.122713 SUCCESS 107
110100100   11   12   15    6    9    7    7   11 19.639835 0.011788 SUCCESS 108
110101000   11   10   14   14   19   10   14   10  7.550366 0.478575 SUCCESS 109
110101010    8    6   11   10   10    9   13   13 16.472032 0.036101 SUCCESS 110
110101100   26   19   24   24   28   30   27   27 67.797605 0.000000 FAILURE 111
110110000   17   17   12   16   15   14   14   12  1.993918 0.981198 SUCCESS 112
110110010   23   20   19   19   22   20   25   26 28.783965 0.000346 FAILURE 113
110110100    8   10    9    8   10    8    9    9 20.936636 0.007318 FAILURE 114
110111000    9   11    7    9   11    8    9   11 18.462076 0.018017 SUCCESS 115
110111010    4   12    5   13    5    3    7   12 37.878807 0.000008 FAILURE 116
110111100   31   25   23   23   24   24   28   26 64.693094 0.000000 FAILURE 117
111000000   14   17   12   14   12   18   17   13  2.821285 0.945067 SUCCESS 118
111000010   43   41   38   42   41   39   41   36 351.113712 0.000000 FAILURE 119
111000100    7    7    9   10   13   15   12    8 17.232337 0.027779 SUCCESS 120
111000110   28   32   26   36   24   24   24   28 98.924865 0.000000 FAILURE 121
111001000   10    9    7    6    8   11   10    5 27.201410 0.000653 FAILURE 122
111001010   23   21   28   25   18   24   23   25 43.080554 0.000001 FAILURE 123
111001100   10    9   11    6    8   13    8    9 20.321767 0.009185 FAILURE 124
111010000    9    9   15    9    9   11    9    7 17.847207 0.022402 SUCCESS 125
111010010   14   11   10    8   10   10    7    9 16.539094 0.035283 SUCCESS 126
111010100   19   19   23   24   26   19   23   22 29.544270 0.000254 FAILURE 127
111010110   15   15   15   18   20   23   16   16  6.928763 0.544338 SUCCESS 128
111011000    5    3    2    1    3    4    5    1 80.487401 0.000000 FAILURE 129
111011010   11    9    9   11   11   11   10   15 11.038396 0.199533 SUCCESS 130
